,Ticker,Day_Change,Expiration,Call_Price,Call_Volume,Strike,Put_Price,Put_Volume
393,GOOGL,0.92154481941773,2020-12-18:200,115.9,0,1440.0,142.3,0
394,GOOGL,0.92154481941773,2020-12-18:200,128.59,0,1445.0,0.0,0
395,GOOGL,0.92154481941773,2021-01-15:228,142.79,2,1425.0,154.0,0
396,GOOGL,0.92154481941773,2021-01-15:228,139.45,30,1430.0,141.4,4
397,GOOGL,0.92154481941773,2021-01-15:228,136.79,30,1435.0,135.64,0
398,GOOGL,0.92154481941773,2021-01-15:228,142.0,0,1440.0,144.7,6
399,GOOGL,0.92154481941773,2021-01-15:228,138.77,0,1445.0,156.2,0
400,GOOGL,0.92154481941773,2021-02-19:263,113.4,0,1425.0,0.0,0
401,GOOGL,0.92154481941773,2021-02-19:263,111.3,0,1430.0,172.7,0
402,GOOGL,0.92154481941773,2021-02-19:263,108.8,0,1435.0,173.8,0
403,GOOGL,0.92154481941773,2021-02-19:263,133.5,0,1440.0,175.6,0
404,GOOGL,0.92154481941773,2021-02-19:263,0.0,0,1445.0,0.0,0
405,GOOGL,0.92154481941773,2021-06-18:382,189.0,3,1400.0,156.7,0
406,GOOGL,0.92154481941773,2021-06-18:382,173.92,0,1420.0,169.2,3
407,GOOGL,0.92154481941773,2021-06-18:382,171.65,0,1440.0,180.0,0
408,GOOGL,0.92154481941773,2021-06-18:382,154.3,0,1460.0,185.1,0
409,GOOGL,0.92154481941773,2021-06-18:382,147.77,0,1480.0,195.7,0
410,GOOGL,0.92154481941773,2022-01-21:599,240.0,2,1400.0,203.56,0
411,GOOGL,0.92154481941773,2022-01-21:599,224.6,0,1420.0,224.0,0
412,GOOGL,0.92154481941773,2022-01-21:599,217.5,0,1440.0,216.5,0
413,GOOGL,0.92154481941773,2022-01-21:599,203.0,0,1460.0,236.6,0
414,GOOGL,0.92154481941773,2022-01-21:599,163.97,0,1480.0,240.1,1
415,GOOGL,0.92154481941773,2022-06-17:746,0.0,0,1425.0,0.0,0
416,GOOGL,0.92154481941773,2022-06-17:746,256.5,1,1430.0,0.0,0
417,GOOGL,0.92154481941773,2022-06-17:746,0.0,0,1435.0,0.0,0
418,GOOGL,0.92154481941773,2022-06-17:746,0.0,0,1440.0,0.0,0
419,GOOGL,0.92154481941773,2022-06-17:746,0.0,0,1460.0,0.0,0
420,GOOGL,0.92154481941773,2022-09-16:837,257.9,4,1425.0,0.0,0
421,GOOGL,0.92154481941773,2022-09-16:837,257.26,0,1430.0,0.0,0
422,GOOGL,0.92154481941773,2022-09-16:837,252.2,2,1435.0,243.6,0
423,GOOGL,0.92154481941773,2022-09-16:837,257.0,0,1440.0,0.0,0
424,GOOGL,0.92154481941773,2022-09-16:837,242.33,0,1460.0,0.0,0
425,GOOG,0.8454910472914134,2020-06-05:4,25.5,111,1420.0,15.0,98
426,GOOG,0.8454910472914134,2020-06-05:4,22.1,82,1425.0,16.68,49
427,GOOG,0.8454910472914134,2020-06-05:4,19.4,164,1430.0,20.2,57
428,GOOG,0.8454910472914134,2020-06-05:4,16.77,163,1435.0,22.7,117
429,GOOG,0.8454910472914134,2020-06-05:4,15.0,351,1440.0,24.9,126
430,GOOG,0.8454910472914134,2020-06-12:11,33.11,21,1420.0,24.0,40
431,GOOG,0.8454910472914134,2020-06-12:11,29.0,25,1425.0,27.0,8
432,GOOG,0.8454910472914134,2020-06-12:11,27.0,12,1430.0,28.46,3
433,GOOG,0.8454910472914134,2020-06-12:11,24.3,13,1435.0,32.51,4
434,GOOG,0.8454910472914134,2020-06-12:11,23.0,17,1440.0,42.5,5
435,GOOG,0.8454910472914134,2020-06-19:18,38.97,15,1420.0,29.5,14
436,GOOG,0.8454910472914134,2020-06-19:18,34.1,1,1425.0,31.5,2
437,GOOG,0.8454910472914134,2020-06-19:18,33.0,8,1430.0,33.0,12
438,GOOG,0.8454910472914134,2020-06-19:18,31.4,2,1435.0,41.75,0
439,GOOG,0.8454910472914134,2020-06-19:18,28.0,6,1440.0,48.9,5
440,GOOG,0.8454910472914134,2020-06-26:25,45.0,2,1420.0,43.6,6
441,GOOG,0.8454910472914134,2020-06-26:25,42.0,1,1425.0,0.0,0
442,GOOG,0.8454910472914134,2020-06-26:25,43.5,1,1430.0,47.24,0
443,GOOG,0.8454910472914134,2020-06-26:25,36.5,23,1435.0,49.75,0
444,GOOG,0.8454910472914134,2020-06-26:25,34.96,2,1440.0,43.68,0
445,GOOG,0.8454910472914134,2020-07-02:31,50.05,2,1420.0,0.0,0
446,GOOG,0.8454910472914134,2020-07-02:31,46.5,1,1425.0,0.0,0
447,GOOG,0.8454910472914134,2020-07-02:31,42.2,0,1430.0,50.4,1
448,GOOG,0.8454910472914134,2020-07-02:31,43.2,0,1435.0,53.0,0
449,GOOG,0.8454910472914134,2020-07-02:31,37.2,0,1440.0,55.3,1
450,GOOG,0.8454910472914134,2020-07-10:39,0.0,0,1420.0,0.0,0
451,GOOG,0.8454910472914134,2020-07-10:39,0.0,0,1425.0,0.0,0
452,GOOG,0.8454910472914134,2020-07-10:39,46.0,0,1430.0,0.0,0
453,GOOG,0.8454910472914134,2020-07-10:39,0.0,0,1435.0,0.0,0
454,GOOG,0.8454910472914134,2020-07-10:39,43.0,2,1440.0,58.8,1
455,GOOG,0.8454910472914134,2020-07-17:46,56.62,10,1420.0,51.0,9
456,GOOG,0.8454910472914134,2020-07-17:46,52.0,11,1425.0,57.6,4
457,GOOG,0.8454910472914134,2020-07-17:46,55.5,8,1430.0,59.46,100
458,GOOG,0.8454910472914134,2020-07-17:46,56.7,0,1435.0,57.2,1
459,GOOG,0.8454910472914134,2020-07-17:46,50.4,1,1440.0,64.33,100
460,GOOG,0.8454910472914134,2020-08-21:81,85.1,1,1420.0,80.9,2
461,GOOG,0.8454910472914134,2020-08-21:81,87.2,0,1425.0,82.6,0
462,GOOG,0.8454910472914134,2020-08-21:81,82.85,1,1430.0,87.5,0
463,GOOG,0.8454910472914134,2020-08-21:81,73.9,1,1435.0,87.2,1
464,GOOG,0.8454910472914134,2020-08-21:81,71.3,3,1440.0,96.8,0
465,GOOG,0.8454910472914134,2020-09-18:109,103.0,0,1420.0,85.2,0
466,GOOG,0.8454910472914134,2020-09-18:109,90.71,2,1425.0,87.82,0
467,GOOG,0.8454910472914134,2020-09-18:109,94.0,0,1430.0,89.7,0
468,GOOG,0.8454910472914134,2020-09-18:109,86.9,1,1435.0,111.74,0
469,GOOG,0.8454910472914134,2020-09-18:109,80.9,0,1440.0,103.5,0
470,GOOG,0.8454910472914134,2020-11-20:172,127.0,2,1420.0,119.6,1
471,GOOG,0.8454910472914134,2020-11-20:172,0.0,0,1425.0,123.6,43
472,GOOG,0.8454910472914134,2020-11-20:172,122.3,0,1430.0,124.2,1
473,GOOG,0.8454910472914134,2020-11-20:172,105.42,0,1435.0,0.0,0
474,GOOG,0.8454910472914134,2020-11-20:172,117.0,0,1440.0,137.9,0
475,GOOG,0.8454910472914134,2020-12-18:200,133.09,0,1420.0,127.7,2
476,GOOG,0.8454910472914134,2020-12-18:200,119.81,0,1425.0,146.6,0
477,GOOG,0.8454910472914134,2020-12-18:200,130.3,1,1430.0,132.2,1
478,GOOG,0.8454910472914134,2020-12-18:200,0.0,0,1435.0,0.0,0
479,GOOG,0.8454910472914134,2020-12-18:200,129.2,0,1440.0,143.2,0
480,GOOG,0.8454910472914134,2021-01-15:228,144.0,2,1420.0,144.4,0
481,GOOG,0.8454910472914134,2021-01-15:228,147.15,0,1425.0,0.0,0
482,GOOG,0.8454910472914134,2021-01-15:228,123.9,0,1430.0,140.3,1
483,GOOG,0.8454910472914134,2021-01-15:228,136.47,1,1435.0,138.27,1
484,GOOG,0.8454910472914134,2021-01-15:228,135.0,1,1440.0,152.7,0
485,GOOG,0.8454910472914134,2021-06-18:382,180.0,0,1400.0,200.0,0
486,GOOG,0.8454910472914134,2021-06-18:382,177.35,0,1420.0,342.5,0
487,GOOG,0.8454910472914134,2021-06-18:382,171.74,0,1440.0,190.8,0
488,GOOG,0.8454910472914134,2021-06-18:382,158.0,0,1460.0,210.0,0
489,GOOG,0.8454910472914134,2021-06-18:382,159.0,0,1480.0,217.7,0
490,GOOG,0.8454910472914134,2022-01-21:599,231.13,1,1400.0,202.56,2
491,GOOG,0.8454910472914134,2022-01-21:599,228.74,4,1420.0,206.25,0
492,GOOG,0.8454910472914134,2022-01-21:599,198.29,0,1440.0,373.0,0
493,GOOG,0.8454910472914134,2022-01-21:599,204.81,0,1460.0,450.0,0
494,GOOG,0.8454910472914134,2022-01-21:599,190.0,0,1480.0,420.1,0
495,JNJ,0.5339280886726083,2020-06-05:4,2.75,149,147.0,1.01,132
496,JNJ,0.5339280886726083,2020-06-05:4,2.3,402,148.0,1.18,226
497,JNJ,0.5339280886726083,2020-06-05:4,1.59,438,149.0,1.62,101
498,JNJ,0.5339280886726083,2020-06-05:4,1.0,591,150.0,2.61,59
499,JNJ,0.5339280886726083,2020-06-05:4,0.35,269,152.5,6.09,5
500,JNJ,0.5339280886726083,2020-06-12:11,3.4,58,147.0,1.56,101
501,JNJ,0.5339280886726083,2020-06-12:11,2.7,84,148.0,1.88,39
502,JNJ,0.5339280886726083,2020-06-12:11,2.51,52,149.0,2.32,11
503,JNJ,0.5339280886726083,2020-06-12:11,1.84,382,150.0,4.6,6
504,JNJ,0.5339280886726083,2020-06-12:11,1.0,31,152.5,4.25,8
505,JNJ,0.5339280886726083,2020-06-19:18,4.15,1043,147.0,2.21,73
506,JNJ,0.5339280886726083,2020-06-19:18,2.87,83,148.0,2.58,29
507,JNJ,0.5339280886726083,2020-06-19:18,3.11,60,149.0,2.8,28
508,JNJ,0.5339280886726083,2020-06-19:18,2.56,253,150.0,3.4,32
509,JNJ,0.5339280886726083,2020-06-19:18,1.5,101,152.5,7.15,1
510,JNJ,0.5339280886726083,2020-06-26:25,4.25,21,147.0,3.74,1
511,JNJ,0.5339280886726083,2020-06-26:25,2.74,5,148.0,4.8,9
512,JNJ,0.5339280886726083,2020-06-26:25,3.5,3,149.0,5.0,0
513,JNJ,0.5339280886726083,2020-06-26:25,3.0,33,150.0,5.19,3
514,JNJ,0.5339280886726083,2020-06-26:25,1.65,10,152.5,7.85,0
515,JNJ,0.5339280886726083,2020-07-02:31,4.08,8,147.0,4.65,10
516,JNJ,0.5339280886726083,2020-07-02:31,3.8,2,148.0,4.1,0
517,JNJ,0.5339280886726083,2020-07-02:31,3.75,12,149.0,0.0,0
518,JNJ,0.5339280886726083,2020-07-02:31,3.36,61,150.0,0.0,0
519,JNJ,0.5339280886726083,2020-07-02:31,2.0,1,152.5,0.0,0
520,JNJ,0.5339280886726083,2020-07-10:39,4.67,12,147.0,0.0,0
521,JNJ,0.5339280886726083,2020-07-10:39,3.61,2,148.0,4.4,2
522,JNJ,0.5339280886726083,2020-07-10:39,3.43,0,149.0,0.0,0
523,JNJ,0.5339280886726083,2020-07-10:39,2.34,14,150.0,6.13,2
524,JNJ,0.5339280886726083,2020-07-10:39,2.42,1,152.5,0.0,0
525,JNJ,0.5339280886726083,2020-07-17:46,11.3,61,140.0,2.08,82
526,JNJ,0.5339280886726083,2020-07-17:46,7.2,333,145.0,3.3,119
527,JNJ,0.5339280886726083,2020-07-17:46,4.1,1342,150.0,5.25,19
528,JNJ,0.5339280886726083,2020-07-17:46,2.2,1224,155.0,9.75,2
529,JNJ,0.5339280886726083,2020-07-17:46,0.97,168,160.0,13.7,0
530,JNJ,0.5339280886726083,2020-08-21:81,11.3,0,140.0,4.0,3
531,JNJ,0.5339280886726083,2020-08-21:81,8.5,15,145.0,5.5,24
532,JNJ,0.5339280886726083,2020-08-21:81,5.45,35,150.0,7.44,1
533,JNJ,0.5339280886726083,2020-08-21:81,3.32,22,155.0,11.8,10
534,JNJ,0.5339280886726083,2020-08-21:81,2.05,86,160.0,17.47,0
535,JNJ,0.5339280886726083,2020-09-18:109,12.0,7,140.0,5.1,5
536,JNJ,0.5339280886726083,2020-09-18:109,9.2,65,145.0,7.03,2
537,JNJ,0.5339280886726083,2020-09-18:109,6.4,56,150.0,8.3,6
538,JNJ,0.5339280886726083,2020-09-18:109,4.2,18,155.0,13.5,0
539,JNJ,0.5339280886726083,2020-09-18:109,2.3,280,160.0,16.1,5
540,JNJ,0.5339280886726083,2020-10-16:137,12.5,4,140.0,5.45,1
541,JNJ,0.5339280886726083,2020-10-16:137,9.35,0,145.0,7.4,4
542,JNJ,0.5339280886726083,2020-10-16:137,7.0,47,150.0,9.5,9
543,JNJ,0.5339280886726083,2020-10-16:137,4.3,0,155.0,13.1,0
544,JNJ,0.5339280886726083,2020-10-16:137,2.9,6,160.0,17.85,1
545,JNJ,0.5339280886726083,2020-12-18:200,14.2,47,140.0,7.9,9
546,JNJ,0.5339280886726083,2020-12-18:200,10.65,3,145.0,9.8,5
547,JNJ,0.5339280886726083,2020-12-18:200,7.2,12,150.0,12.0,9
548,JNJ,0.5339280886726083,2020-12-18:200,5.8,356,155.0,14.1,0
549,JNJ,0.5339280886726083,2020-12-18:200,4.45,2,160.0,19.9,10
550,JNJ,0.5339280886726083,2021-01-15:228,14.17,0,140.0,8.4,26
551,JNJ,0.5339280886726083,2021-01-15:228,12.0,10,145.0,10.3,1
552,JNJ,0.5339280886726083,2021-01-15:228,9.2,30,150.0,15.05,0
553,JNJ,0.5339280886726083,2021-01-15:228,6.4,44,155.0,18.0,0
554,JNJ,0.5339280886726083,2021-01-15:228,5.0,34,160.0,18.91,0
555,JNJ,0.5339280886726083,2021-03-19:291,13.8,0,140.0,12.0,0
556,JNJ,0.5339280886726083,2021-03-19:291,11.88,1,145.0,15.52,0
557,JNJ,0.5339280886726083,2021-03-19:291,9.7,0,150.0,16.35,0
558,JNJ,0.5339280886726083,2021-03-19:291,7.1,6,155.0,19.8,0
559,JNJ,0.5339280886726083,2021-03-19:291,4.59,0,160.0,22.35,0
560,JNJ,0.5339280886726083,2021-06-18:382,15.1,10,140.0,15.17,0
561,JNJ,0.5339280886726083,2021-06-18:382,13.45,0,145.0,15.2,2
562,JNJ,0.5339280886726083,2021-06-18:382,11.4,0,150.0,18.2,0
563,JNJ,0.5339280886726083,2021-06-18:382,7.39,0,155.0,21.2,0
564,JNJ,0.5339280886726083,2021-06-18:382,6.33,30,160.0,24.6,0
565,JNJ,0.5339280886726083,2021-09-17:473,15.15,0,140.0,15.55,0
566,JNJ,0.5339280886726083,2021-09-17:473,16.15,0,145.0,17.5,0
567,JNJ,0.5339280886726083,2021-09-17:473,12.9,21,150.0,18.85,2
568,JNJ,0.5339280886726083,2021-09-17:473,10.91,0,155.0,22.85,0
569,JNJ,0.5339280886726083,2021-09-17:473,8.4,14,160.0,26.4,0
570,JNJ,0.5339280886726083,2022-01-21:599,18.0,0,140.0,15.6,0
571,JNJ,0.5339280886726083,2022-01-21:599,14.75,2,145.0,18.0,0
572,JNJ,0.5339280886726083,2022-01-21:599,13.5,77,150.0,20.55,1
573,JNJ,0.5339280886726083,2022-01-21:599,11.2,2,155.0,23.7,0
574,JNJ,0.5339280886726083,2022-01-21:599,9.0,0,160.0,28.8,0
575,JNJ,0.5339280886726083,2022-06-17:746,0.0,0,140.0,0.0,0
576,JNJ,0.5339280886726083,2022-06-17:746,0.0,0,145.0,0.0,0
577,JNJ,0.5339280886726083,2022-06-17:746,0.0,0,150.0,0.0,0
578,JNJ,0.5339280886726083,2022-06-17:746,0.0,0,155.0,0.0,0
579,JNJ,0.5339280886726083,2022-06-17:746,0.0,0,160.0,0.0,0
580,BRK.B,1.3655232685164886,2020-06-05:4,4.0,277,182.5,0.99,1360
581,BRK.B,1.3655232685164886,2020-06-05:4,2.32,319,185.0,1.9,205
582,BRK.B,1.3655232685164886,2020-06-05:4,1.16,167,187.5,3.3,4
583,BRK.B,1.3655232685164886,2020-06-05:4,0.5,120,190.0,7.0,2
584,BRK.B,1.3655232685164886,2020-06-05:4,0.16,36,192.5,8.3,0
585,BRK.B,1.3655232685164886,2020-06-12:11,4.42,13,182.5,3.1,3316
586,BRK.B,1.3655232685164886,2020-06-12:11,3.05,57,185.0,2.68,9
587,BRK.B,1.3655232685164886,2020-06-12:11,2.1,9,187.5,5.1,0
588,BRK.B,1.3655232685164886,2020-06-12:11,1.19,8,190.0,6.6,0
589,BRK.B,1.3655232685164886,2020-06-12:11,0.88,0,192.5,22.87,0
590,BRK.B,1.3655232685164886,2020-06-19:18,5.42,110,182.5,2.7,148
591,BRK.B,1.3655232685164886,2020-06-19:18,4.1,148,185.0,4.74,362
592,BRK.B,1.3655232685164886,2020-06-19:18,2.83,29,187.5,6.25,10
593,BRK.B,1.3655232685164886,2020-06-19:18,1.9,307,190.0,7.81,1
594,BRK.B,1.3655232685164886,2020-06-19:18,0.8,21,192.5,0.0,0
595,BRK.B,1.3655232685164886,2020-06-26:25,5.17,3,182.5,3.85,0
596,BRK.B,1.3655232685164886,2020-06-26:25,3.99,6,185.0,5.65,15
597,BRK.B,1.3655232685164886,2020-06-26:25,3.13,2,187.5,6.0,0
598,BRK.B,1.3655232685164886,2020-06-26:25,2.2,5,190.0,7.5,0
599,BRK.B,1.3655232685164886,2020-06-26:25,1.21,2,192.5,9.5,0
600,BRK.B,1.3655232685164886,2020-07-02:31,4.4,0,182.5,5.0,4
601,BRK.B,1.3655232685164886,2020-07-02:31,5.25,2,185.0,4.7,0
602,BRK.B,1.3655232685164886,2020-07-02:31,3.56,10,187.5,7.75,1
603,BRK.B,1.3655232685164886,2020-07-02:31,3.4,0,190.0,0.0,0
604,BRK.B,1.3655232685164886,2020-07-02:31,1.8,2,192.5,0.0,0
605,BRK.B,1.3655232685164886,2020-07-10:39,0.0,0,182.5,0.0,0
606,BRK.B,1.3655232685164886,2020-07-10:39,5.4,247,185.0,0.0,0
607,BRK.B,1.3655232685164886,2020-07-10:39,3.79,12,187.5,0.0,0
608,BRK.B,1.3655232685164886,2020-07-10:39,0.0,0,190.0,0.0,0
609,BRK.B,1.3655232685164886,2020-07-10:39,0.0,0,192.5,0.0,0
610,BRK.B,1.3655232685164886,2020-07-17:46,9.4,2,180.0,4.3,71
611,BRK.B,1.3655232685164886,2020-07-17:46,6.1,218,185.0,6.35,218
612,BRK.B,1.3655232685164886,2020-07-17:46,3.7,73,190.0,8.92,0
613,BRK.B,1.3655232685164886,2020-07-17:46,2.2,127,195.0,12.09,0
614,BRK.B,1.3655232685164886,2020-07-17:46,1.02,91,200.0,17.28,1
615,BRK.B,1.3655232685164886,2020-08-21:81,11.21,3,180.0,7.05,55
616,BRK.B,1.3655232685164886,2020-08-21:81,8.3,356,185.0,8.4,0
617,BRK.B,1.3655232685164886,2020-08-21:81,5.0,63,190.0,10.57,0
618,BRK.B,1.3655232685164886,2020-08-21:81,3.6,48,195.0,12.95,0
619,BRK.B,1.3655232685164886,2020-08-21:81,2.23,52,200.0,17.27,1
620,BRK.B,1.3655232685164886,2020-09-18:109,12.43,6,180.0,8.18,3
621,BRK.B,1.3655232685164886,2020-09-18:109,9.55,22,185.0,9.0,0
622,BRK.B,1.3655232685164886,2020-09-18:109,6.3,8,190.0,11.37,0
623,BRK.B,1.3655232685164886,2020-09-18:109,4.61,8,195.0,13.56,0
624,BRK.B,1.3655232685164886,2020-09-18:109,2.94,113,200.0,18.8,20
625,BRK.B,1.3655232685164886,2020-12-18:200,15.88,1,180.0,11.0,6
626,BRK.B,1.3655232685164886,2020-12-18:200,13.75,9,185.0,13.15,0
627,BRK.B,1.3655232685164886,2020-12-18:200,10.5,24,190.0,15.6,3
628,BRK.B,1.3655232685164886,2020-12-18:200,9.0,0,195.0,18.8,2
629,BRK.B,1.3655232685164886,2020-12-18:200,6.0,14,200.0,20.67,0
630,BRK.B,1.3655232685164886,2021-01-15:228,17.6,20,180.0,12.6,603
631,BRK.B,1.3655232685164886,2021-01-15:228,14.5,7,185.0,14.08,1
632,BRK.B,1.3655232685164886,2021-01-15:228,11.75,14,190.0,16.79,1
633,BRK.B,1.3655232685164886,2021-01-15:228,8.2,246,195.0,21.8,0
634,BRK.B,1.3655232685164886,2021-01-15:228,6.72,510,200.0,21.0,42
635,BRK.B,1.3655232685164886,2022-01-21:599,27.0,7,180.0,21.0,600
636,BRK.B,1.3655232685164886,2022-01-21:599,24.25,7,185.0,22.6,0
637,BRK.B,1.3655232685164886,2022-01-21:599,22.5,1,190.0,25.7,40
638,BRK.B,1.3655232685164886,2022-01-21:599,19.4,1,195.0,33.35,0
639,BRK.B,1.3655232685164886,2022-01-21:599,17.0,22,200.0,29.0,0
640,BRK.B,1.3655232685164886,2022-03-18:655,25.08,0,180.0,26.5,0
641,BRK.B,1.3655232685164886,2022-03-18:655,26.0,0,185.0,41.03,0
642,BRK.B,1.3655232685164886,2022-03-18:655,17.8,0,190.0,29.69,0
643,BRK.B,1.3655232685164886,2022-03-18:655,23.5,0,195.0,29.23,0
644,BRK.B,1.3655232685164886,2022-03-18:655,19.25,5,200.0,39.12,0
645,BRK.B,1.3655232685164886,2022-06-17:746,29.5,74,180.0,23.8,0
646,BRK.B,1.3655232685164886,2022-06-17:746,29.43,0,185.0,25.65,0
647,BRK.B,1.3655232685164886,2022-06-17:746,25.15,20,190.0,29.15,2
648,BRK.B,1.3655232685164886,2022-06-17:746,21.9,2,195.0,37.5,0
649,BRK.B,1.3655232685164886,2022-06-17:746,21.0,6,200.0,33.37,2
650,V,0.3804627249357484,2020-06-05:4,4.95,240,192.5,1.57,419
651,V,0.3804627249357484,2020-06-05:4,3.01,1550,195.0,2.41,528
652,V,0.3804627249357484,2020-06-05:4,1.79,465,197.5,3.6,94
653,V,0.3804627249357484,2020-06-05:4,0.95,892,200.0,5.07,33
654,V,0.3804627249357484,2020-06-05:4,0.54,316,202.5,7.7,17
655,V,0.3804627249357484,2020-06-12:11,6.15,22,192.5,2.75,137
656,V,0.3804627249357484,2020-06-12:11,4.75,114,195.0,3.6,56
657,V,0.3804627249357484,2020-06-12:11,3.43,82,197.5,4.8,3
658,V,0.3804627249357484,2020-06-12:11,2.37,117,200.0,6.1,6
659,V,0.3804627249357484,2020-06-12:11,1.52,66,202.5,12.9,0
660,V,0.3804627249357484,2020-06-19:18,7.01,65,192.5,3.7,59
661,V,0.3804627249357484,2020-06-19:18,5.55,237,195.0,4.61,91
662,V,0.3804627249357484,2020-06-19:18,4.23,86,197.5,7.08,20
663,V,0.3804627249357484,2020-06-19:18,3.0,782,200.0,7.3,16
664,V,0.3804627249357484,2020-06-19:18,1.87,18,202.5,10.7,5
665,V,0.3804627249357484,2020-06-26:25,8.16,3,192.5,5.84,2
666,V,0.3804627249357484,2020-06-26:25,6.45,40,195.0,5.95,44
667,V,0.3804627249357484,2020-06-26:25,5.41,52,197.5,6.3,0
668,V,0.3804627249357484,2020-06-26:25,3.95,55,200.0,8.21,15
669,V,0.3804627249357484,2020-06-26:25,2.87,1,202.5,11.18,0
670,V,0.3804627249357484,2020-07-02:31,8.52,4,192.5,5.88,0
671,V,0.3804627249357484,2020-07-02:31,8.0,15,195.0,6.5,10
672,V,0.3804627249357484,2020-07-02:31,5.72,4,197.5,8.15,0
673,V,0.3804627249357484,2020-07-02:31,4.37,19,200.0,9.5,0
674,V,0.3804627249357484,2020-07-02:31,3.65,3,202.5,0.0,0
675,V,0.3804627249357484,2020-07-10:39,0.0,0,192.5,7.4,11
676,V,0.3804627249357484,2020-07-10:39,7.2,2,195.0,8.35,6
677,V,0.3804627249357484,2020-07-10:39,6.4,1,197.5,8.75,0
678,V,0.3804627249357484,2020-07-10:39,5.95,1,200.0,0.0,0
679,V,0.3804627249357484,2020-07-10:39,4.65,2,202.5,0.0,0
680,V,0.3804627249357484,2020-07-17:46,11.2,36,190.0,6.0,692
681,V,0.3804627249357484,2020-07-17:46,8.4,121,195.0,7.9,100
682,V,0.3804627249357484,2020-07-17:46,6.05,1799,200.0,10.27,23
683,V,0.3804627249357484,2020-07-17:46,4.2,82,205.0,13.1,1
684,V,0.3804627249357484,2020-07-17:46,2.58,250,210.0,15.45,0
685,V,0.3804627249357484,2020-08-21:81,14.86,51,190.0,8.92,84
686,V,0.3804627249357484,2020-08-21:81,11.65,134,195.0,11.3,53
687,V,0.3804627249357484,2020-08-21:81,9.25,78,200.0,14.8,6
688,V,0.3804627249357484,2020-08-21:81,6.85,65,205.0,0.0,0
689,V,0.3804627249357484,2020-08-21:81,4.9,46,210.0,18.9,1
690,V,0.3804627249357484,2020-09-18:109,16.38,12,190.0,11.5,7
691,V,0.3804627249357484,2020-09-18:109,13.45,14,195.0,12.6,66
692,V,0.3804627249357484,2020-09-18:109,10.8,138,200.0,16.2,31
693,V,0.3804627249357484,2020-09-18:109,8.51,6,205.0,18.03,0
694,V,0.3804627249357484,2020-09-18:109,6.45,76,210.0,22.0,1
695,V,0.3804627249357484,2020-12-18:200,21.1,8,190.0,15.9,4
696,V,0.3804627249357484,2020-12-18:200,18.69,49,195.0,19.2,6
697,V,0.3804627249357484,2020-12-18:200,16.0,8,200.0,21.75,10
698,V,0.3804627249357484,2020-12-18:200,12.9,2,205.0,24.35,2
699,V,0.3804627249357484,2020-12-18:200,11.3,622,210.0,50.2,0
700,V,0.3804627249357484,2021-01-15:228,22.05,8,190.0,17.95,0
701,V,0.3804627249357484,2021-01-15:228,19.71,31,195.0,20.3,4
702,V,0.3804627249357484,2021-01-15:228,17.4,5,200.0,22.45,5
703,V,0.3804627249357484,2021-01-15:228,14.6,4,205.0,25.05,5
704,V,0.3804627249357484,2021-01-15:228,11.78,575,210.0,27.52,542
705,V,0.3804627249357484,2021-03-19:291,25.35,87,190.0,20.0,55
706,V,0.3804627249357484,2021-03-19:291,22.45,66,195.0,23.9,9
707,V,0.3804627249357484,2021-03-19:291,20.1,7,200.0,31.69,0
708,V,0.3804627249357484,2021-03-19:291,17.61,0,205.0,59.5,0
709,V,0.3804627249357484,2021-03-19:291,15.4,1559,210.0,41.0,0
710,V,0.3804627249357484,2021-06-18:382,27.75,92,190.0,24.35,5
711,V,0.3804627249357484,2021-06-18:382,25.25,50,195.0,26.5,30
712,V,0.3804627249357484,2021-06-18:382,22.8,75,200.0,28.0,1
713,V,0.3804627249357484,2021-06-18:382,21.2,30,205.0,38.7,0
714,V,0.3804627249357484,2021-06-18:382,19.15,1,210.0,36.65,0
715,V,0.3804627249357484,2021-09-17:473,31.05,64,190.0,27.05,27
716,V,0.3804627249357484,2021-09-17:473,28.1,5,195.0,29.45,17
717,V,0.3804627249357484,2021-09-17:473,26.0,91,200.0,32.45,2
718,V,0.3804627249357484,2021-09-17:473,20.65,0,205.0,35.0,0
719,V,0.3804627249357484,2021-09-17:473,20.75,2,210.0,36.05,0
720,V,0.3804627249357484,2022-01-21:599,33.57,2,190.0,29.6,2
721,V,0.3804627249357484,2022-01-21:599,30.15,37,195.0,31.6,290
722,V,0.3804627249357484,2022-01-21:599,28.7,66,200.0,32.5,242
723,V,0.3804627249357484,2022-01-21:599,25.1,4,205.0,37.1,294
724,V,0.3804627249357484,2022-01-21:599,22.9,1,210.0,39.6,30
725,V,0.3804627249357484,2022-03-18:655,30.5,0,190.0,31.0,2
726,V,0.3804627249357484,2022-03-18:655,29.0,0,195.0,33.25,56
727,V,0.3804627249357484,2022-03-18:655,28.75,64,200.0,35.75,2
728,V,0.3804627249357484,2022-03-18:655,20.25,0,205.0,38.2,0
729,V,0.3804627249357484,2022-03-18:655,24.25,2,210.0,41.1,0
730,V,0.3804627249357484,2022-06-17:746,36.5,36,190.0,33.0,2
731,V,0.3804627249357484,2022-06-17:746,33.5,0,195.0,34.05,0
732,V,0.3804627249357484,2022-06-17:746,32.02,0,200.0,36.8,0
733,V,0.3804627249357484,2022-06-17:746,28.03,0,205.0,75.59,0
734,V,0.3804627249357484,2022-06-17:746,27.0,9,210.0,44.37,0
